title,type,year,genre,idOwner
Butaságom története,Movie,1966,Romance,tt0059001
The Ghost and Mr. Chicken,Movie,1966,Romance,tt0059221
Der Kongreß amüsiert sich,Movie,1966,Romance,tt0059412
Marcelo y María,Movie,1966,Romance,tt0058327
Angelique en de koning,Movie,1966,Romance,tt0058909
Domingo à Tarde,Movie,1966,Romance,tt0059115
Paris au mois d'août,Movie,1966,Romance,tt0059564
"Barev, yes em",Movie,1966,Romance,tt0059943
La vie de château,Movie,1966,Romance,tt0059872
10:30 P.M. Summer,Movie,1966,Romance,tt0060045
Butaságom története,Movie,1966,Romance,tt0059001
The Ghost and Mr. Chicken,Movie,1966,Romance,tt0059221
Der Kongreß amüsiert sich,Movie,1966,Romance,tt0059412
Marcelo y María,Movie,1966,Romance,tt0058327
Angelique en de koning,Movie,1966,Romance,tt0058909
Domingo à Tarde,Movie,1966,Romance,tt0059115
Paris au mois d'août,Movie,1966,Romance,tt0059564
"Barev, yes em",Movie,1966,Romance,tt0059943
La vie de château,Movie,1966,Romance,tt0059872
10:30 P.M. Summer,Movie,1966,Romance,tt0060045
Butaságom története,Movie,1966,Romance,tt0059001
The Ghost and Mr. Chicken,Movie,1966,Romance,tt0059221
Der Kongreß amüsiert sich,Movie,1966,Romance,tt0059412
Marcelo y María,Movie,1966,Romance,tt0058327
Angelique en de koning,Movie,1966,Romance,tt0058909
Domingo à Tarde,Movie,1966,Romance,tt0059115
Paris au mois d'août,Movie,1966,Romance,tt0059564
"Barev, yes em",Movie,1966,Romance,tt0059943
La vie de château,Movie,1966,Romance,tt0059872
10:30 P.M. Summer,Movie,1966,Romance,tt0060045
Butaságom története,Movie,1966,Romance,tt0059001
The Ghost and Mr. Chicken,Movie,1966,Romance,tt0059221
Der Kongreß amüsiert sich,Movie,1966,Romance,tt0059412
Amor a la española,Movie,1967,Romance,tt0060102
White Lightnin' Road,Movie,1967,Romance,tt0059907
40 Guns to Apache Pass,Movie,1967,Romance,tt0060048
I crudeli,Movie,1967,Romance,tt0060261
Sarilho de Fraldas,Movie,1967,Romance,tt0060940
He & She,TV Series,1967,Romance,tt0061261
Romance pro kridlovku,Movie,1967,Romance,tt0060910
Ne samyy udachnyy den,Movie,1967,Romance,tt0060743
"Kavkazskaya plennitsa, ili Novye priklyucheniya Shurika",Movie,1967,Romance,tt0060584
Un novio para dos hermanas,Movie,1967,Romance,tt0060765
Amor a la española,Movie,1967,Romance,tt0060102
White Lightnin' Road,Movie,1967,Romance,tt0059907
40 Guns to Apache Pass,Movie,1967,Romance,tt0060048
I crudeli,Movie,1967,Romance,tt0060261
Sarilho de Fraldas,Movie,1967,Romance,tt0060940
He & She,TV Series,1967,Romance,tt0061261
Romance pro kridlovku,Movie,1967,Romance,tt0060910
Ne samyy udachnyy den,Movie,1967,Romance,tt0060743
"Kavkazskaya plennitsa, ili Novye priklyucheniya Shurika",Movie,1967,Romance,tt0060584
Un novio para dos hermanas,Movie,1967,Romance,tt0060765
Amor a la española,Movie,1967,Romance,tt0060102
White Lightnin' Road,Movie,1967,Romance,tt0059907
40 Guns to Apache Pass,Movie,1967,Romance,tt0060048
I crudeli,Movie,1967,Romance,tt0060261
Sarilho de Fraldas,Movie,1967,Romance,tt0060940
He & She,TV Series,1967,Romance,tt0061261
Romance pro kridlovku,Movie,1967,Romance,tt0060910
Ne samyy udachnyy den,Movie,1967,Romance,tt0060743
"Kavkazskaya plennitsa, ili Novye priklyucheniya Shurika",Movie,1967,Romance,tt0060584
Un novio para dos hermanas,Movie,1967,Romance,tt0060765
Amor a la española,Movie,1967,Romance,tt0060102
White Lightnin' Road,Movie,1967,Romance,tt0059907
40 Guns to Apache Pass,Movie,1967,Romance,tt0060048
I crudeli,Movie,1967,Romance,tt0060261
Sarilho de Fraldas,Movie,1967,Romance,tt0060940
He & She,TV Series,1967,Romance,tt0061261
Romance pro kridlovku,Movie,1967,Romance,tt0060910
Ne samyy udachnyy den,Movie,1967,Romance,tt0060743
"Kavkazskaya plennitsa, ili Novye priklyucheniya Shurika",Movie,1967,Romance,tt0060584
Un novio para dos hermanas,Movie,1967,Romance,tt0060765
Mariana,Movie,1968,Romance,tt0061953
"Killer, adios",Movie,1968,Romance,tt0061864
Kártyavár,Movie,1968,Romance,tt0061859
Jag - en oskuld,Movie,1968,Romance,tt0061833
Jet Generation - Wie Mädchen heute Männer lieben,Movie,1968,Romance,tt0061839
Días de viejo color,Movie,1968,Romance,tt0061608
Angelique en de Sultan,Movie,1968,Romance,tt0061357
Corazón salvaje,Movie,1968,Romance,tt0061518
Negresco - Eine tödliche Affäre,Movie,1968,Romance,tt0062033
Poradnik matrymonialny,Movie,1968,Romance,tt0062143
Mariana,Movie,1968,Romance,tt0061953
"Killer, adios",Movie,1968,Romance,tt0061864
Kártyavár,Movie,1968,Romance,tt0061859
Jag - en oskuld,Movie,1968,Romance,tt0061833
Jet Generation - Wie Mädchen heute Männer lieben,Movie,1968,Romance,tt0061839
Días de viejo color,Movie,1968,Romance,tt0061608
Angelique en de Sultan,Movie,1968,Romance,tt0061357
Corazón salvaje,Movie,1968,Romance,tt0061518
Negresco - Eine tödliche Affäre,Movie,1968,Romance,tt0062033
Poradnik matrymonialny,Movie,1968,Romance,tt0062143
Mariana,Movie,1968,Romance,tt0061953
"Killer, adios",Movie,1968,Romance,tt0061864
Kártyavár,Movie,1968,Romance,tt0061859
Jag - en oskuld,Movie,1968,Romance,tt0061833
Jet Generation - Wie Mädchen heute Männer lieben,Movie,1968,Romance,tt0061839
Días de viejo color,Movie,1968,Romance,tt0061608
Angelique en de Sultan,Movie,1968,Romance,tt0061357
Corazón salvaje,Movie,1968,Romance,tt0061518
Negresco - Eine tödliche Affäre,Movie,1968,Romance,tt0062033
Poradnik matrymonialny,Movie,1968,Romance,tt0062143
Mariana,Movie,1968,Romance,tt0061953
"Killer, adios",Movie,1968,Romance,tt0061864
Kártyavár,Movie,1968,Romance,tt0061859
Jag - en oskuld,Movie,1968,Romance,tt0061833
Jet Generation - Wie Mädchen heute Männer lieben,Movie,1968,Romance,tt0061839
Días de viejo color,Movie,1968,Romance,tt0061608
Angelique en de Sultan,Movie,1968,Romance,tt0061357
Corazón salvaje,Movie,1968,Romance,tt0061518
Negresco - Eine tödliche Affäre,Movie,1968,Romance,tt0062033
Poradnik matrymonialny,Movie,1968,Romance,tt0062143
El matrimonio es como el demonio,Movie,1969,Romance,tt0061959
L'amour fou,Movie,1969,Romance,tt0062663
Blue Movie,Movie,1969,Romance,tt0062745
"Come, quando, perché",Movie,1969,Romance,tt0062818
L'amante di Gramigna,Movie,1969,Romance,tt0062655
Alfa Romeó és Júlia,Movie,1969,Romance,tt0062647
Amore mio aiutami,Movie,1969,Romance,tt0064020
Karatel,Movie,1969,Romance,tt0063175
Los recuerdos del porvenir,Movie,1969,Romance,tt0063494
In Search of Gregory,Movie,1969,Romance,tt0063130
El matrimonio es como el demonio,Movie,1969,Romance,tt0061959
L'amour fou,Movie,1969,Romance,tt0062663
Blue Movie,Movie,1969,Romance,tt0062745
"Come, quando, perché",Movie,1969,Romance,tt0062818
L'amante di Gramigna,Movie,1969,Romance,tt0062655
Alfa Romeó és Júlia,Movie,1969,Romance,tt0062647
Amore mio aiutami,Movie,1969,Romance,tt0064020
Karatel,Movie,1969,Romance,tt0063175
Los recuerdos del porvenir,Movie,1969,Romance,tt0063494
In Search of Gregory,Movie,1969,Romance,tt0063130
El matrimonio es como el demonio,Movie,1969,Romance,tt0061959
L'amour fou,Movie,1969,Romance,tt0062663
Blue Movie,Movie,1969,Romance,tt0062745
"Come, quando, perché",Movie,1969,Romance,tt0062818
L'amante di Gramigna,Movie,1969,Romance,tt0062655
Alfa Romeó és Júlia,Movie,1969,Romance,tt0062647
Amore mio aiutami,Movie,1969,Romance,tt0064020
Karatel,Movie,1969,Romance,tt0063175
Los recuerdos del porvenir,Movie,1969,Romance,tt0063494
In Search of Gregory,Movie,1969,Romance,tt0063130
El matrimonio es como el demonio,Movie,1969,Romance,tt0061959
L'amour fou,Movie,1969,Romance,tt0062663
Blue Movie,Movie,1969,Romance,tt0062745
"Come, quando, perché",Movie,1969,Romance,tt0062818
L'amante di Gramigna,Movie,1969,Romance,tt0062655
Alfa Romeó és Júlia,Movie,1969,Romance,tt0062647
Amore mio aiutami,Movie,1969,Romance,tt0064020
Karatel,Movie,1969,Romance,tt0063175
Los recuerdos del porvenir,Movie,1969,Romance,tt0063494
In Search of Gregory,Movie,1969,Romance,tt0063130
De dingen van het leven,Movie,1970,Romance,tt0064165
De boezemvriendin,Movie,1970,Romance,tt0064607
Het Speelgoed van de Duivel,Movie,1970,Romance,tt0064126
"Gori, gori, moya zvezda",Movie,1970,Romance,tt0064385
Cristo 70,Movie,1970,Romance,tt0064190
Remolino de pasiones,Movie,1970,Romance,tt0063498
The Honeymoon Killers,Movie,1970,Romance,tt0064437
The Gamblers,Movie,1970,Romance,tt0064359
Tsvety zapozdalye,Movie,1970,Romance,tt0065128
Het Bloed van Dracula,Movie,1970,Romance,tt0065073
De dingen van het leven,Movie,1970,Romance,tt0064165
De boezemvriendin,Movie,1970,Romance,tt0064607
Het Speelgoed van de Duivel,Movie,1970,Romance,tt0064126
"Gori, gori, moya zvezda",Movie,1970,Romance,tt0064385
Cristo 70,Movie,1970,Romance,tt0064190
Remolino de pasiones,Movie,1970,Romance,tt0063498
The Honeymoon Killers,Movie,1970,Romance,tt0064437
The Gamblers,Movie,1970,Romance,tt0064359
Tsvety zapozdalye,Movie,1970,Romance,tt0065128
Het Bloed van Dracula,Movie,1970,Romance,tt0065073
De dingen van het leven,Movie,1970,Romance,tt0064165
De boezemvriendin,Movie,1970,Romance,tt0064607
Het Speelgoed van de Duivel,Movie,1970,Romance,tt0064126
"Gori, gori, moya zvezda",Movie,1970,Romance,tt0064385
Cristo 70,Movie,1970,Romance,tt0064190
Remolino de pasiones,Movie,1970,Romance,tt0063498
The Honeymoon Killers,Movie,1970,Romance,tt0064437
The Gamblers,Movie,1970,Romance,tt0064359
Tsvety zapozdalye,Movie,1970,Romance,tt0065128
Het Bloed van Dracula,Movie,1970,Romance,tt0065073
De dingen van het leven,Movie,1970,Romance,tt0064165
De boezemvriendin,Movie,1970,Romance,tt0064607
Het Speelgoed van de Duivel,Movie,1970,Romance,tt0064126
"Gori, gori, moya zvezda",Movie,1970,Romance,tt0064385
Cristo 70,Movie,1970,Romance,tt0064190
Remolino de pasiones,Movie,1970,Romance,tt0063498
The Honeymoon Killers,Movie,1970,Romance,tt0064437
The Gamblers,Movie,1970,Romance,tt0064359
Tsvety zapozdalye,Movie,1970,Romance,tt0065128
Het Bloed van Dracula,Movie,1970,Romance,tt0065073
Rimal min dhahab,Movie,1971,Romance,tt0064182
One Brief Summer,Movie,1971,Romance,tt0064761
Il Decameron,Movie,1971,Romance,tt0065622
Love and Kisses,Movie,1971,Romance,tt0066014
Die Bettwurst,Movie,1971,Romance,tt0065465
Erika's Hot Summer,Movie,1971,Romance,tt0065701
Les petites filles modèles,Movie,1971,Romance,tt0066217
Los jóvenes amantes,Movie,1971,Romance,tt0065929
Dzieciol,Movie,1971,Romance,tt0065672
El juicio de los hijos,Movie,1971,Romance,tt0065921
Rimal min dhahab,Movie,1971,Romance,tt0064182
One Brief Summer,Movie,1971,Romance,tt0064761
Il Decameron,Movie,1971,Romance,tt0065622
Love and Kisses,Movie,1971,Romance,tt0066014
Die Bettwurst,Movie,1971,Romance,tt0065465
Erika's Hot Summer,Movie,1971,Romance,tt0065701
Les petites filles modèles,Movie,1971,Romance,tt0066217
Los jóvenes amantes,Movie,1971,Romance,tt0065929
Dzieciol,Movie,1971,Romance,tt0065672
El juicio de los hijos,Movie,1971,Romance,tt0065921
Rimal min dhahab,Movie,1971,Romance,tt0064182
One Brief Summer,Movie,1971,Romance,tt0064761
Il Decameron,Movie,1971,Romance,tt0065622
Love and Kisses,Movie,1971,Romance,tt0066014
Die Bettwurst,Movie,1971,Romance,tt0065465
Erika's Hot Summer,Movie,1971,Romance,tt0065701
Les petites filles modèles,Movie,1971,Romance,tt0066217
Los jóvenes amantes,Movie,1971,Romance,tt0065929
Dzieciol,Movie,1971,Romance,tt0065672
El juicio de los hijos,Movie,1971,Romance,tt0065921
Rimal min dhahab,Movie,1971,Romance,tt0064182
One Brief Summer,Movie,1971,Romance,tt0064761
Il Decameron,Movie,1971,Romance,tt0065622
Love and Kisses,Movie,1971,Romance,tt0066014
Die Bettwurst,Movie,1971,Romance,tt0065465
Erika's Hot Summer,Movie,1971,Romance,tt0065701
Les petites filles modèles,Movie,1971,Romance,tt0066217
Los jóvenes amantes,Movie,1971,Romance,tt0065929
Dzieciol,Movie,1971,Romance,tt0065672
El juicio de los hijos,Movie,1971,Romance,tt0065921
Amar Prem,Movie,1972,Romance,tt0066758
Chyornye sukhari,Movie,1972,Romance,tt0066916
Dauriya,Movie,1972,Romance,tt0066969
Faustine et le bel été,Movie,1972,Romance,tt0067087
Pakeezah,Movie,1972,Romance,tt0067546
Magic Carpet,TV Movie,1972,Romance,tt0067380
I leoni di Pietroburgo,Movie,1972,Romance,tt0067340
The Crooked Hearts,TV Movie,1972,Romance,tt0068427
Il decamerone nero,Movie,1972,Romance,tt0068464
Emma,TV Mini Series,1972,Romance,tt0068068
Amar Prem,Movie,1972,Romance,tt0066758
Chyornye sukhari,Movie,1972,Romance,tt0066916
Dauriya,Movie,1972,Romance,tt0066969
Faustine et le bel été,Movie,1972,Romance,tt0067087
Pakeezah,Movie,1972,Romance,tt0067546
Magic Carpet,TV Movie,1972,Romance,tt0067380
I leoni di Pietroburgo,Movie,1972,Romance,tt0067340
The Crooked Hearts,TV Movie,1972,Romance,tt0068427
Il decamerone nero,Movie,1972,Romance,tt0068464
Emma,TV Mini Series,1972,Romance,tt0068068
Amar Prem,Movie,1972,Romance,tt0066758
Chyornye sukhari,Movie,1972,Romance,tt0066916
Dauriya,Movie,1972,Romance,tt0066969
Faustine et le bel été,Movie,1972,Romance,tt0067087
Pakeezah,Movie,1972,Romance,tt0067546
Magic Carpet,TV Movie,1972,Romance,tt0067380
I leoni di Pietroburgo,Movie,1972,Romance,tt0067340
The Crooked Hearts,TV Movie,1972,Romance,tt0068427
Il decamerone nero,Movie,1972,Romance,tt0068464
Emma,TV Mini Series,1972,Romance,tt0068068
Amar Prem,Movie,1972,Romance,tt0066758
Chyornye sukhari,Movie,1972,Romance,tt0066916
Dauriya,Movie,1972,Romance,tt0066969
Faustine et le bel été,Movie,1972,Romance,tt0067087
Pakeezah,Movie,1972,Romance,tt0067546
Magic Carpet,TV Movie,1972,Romance,tt0067380
I leoni di Pietroburgo,Movie,1972,Romance,tt0067340
The Crooked Hearts,TV Movie,1972,Romance,tt0068427
Il decamerone nero,Movie,1972,Romance,tt0068464
Emma,TV Mini Series,1972,Romance,tt0068068
Fade In,TV Movie,1973,Romance,tt0062953
M comme Mathieu,Movie,1973,Romance,tt0065359
Uno y medio contra el mundo,Movie,1973,Romance,tt0067908
House of Terror,Movie,1973,Romance,tt0068721
Perdido por Cem,Movie,1973,Romance,tt0069075
Love Story,TV Series,1973,Romance,tt0069604
Zdravstvuy i proshchay,Movie,1973,Romance,tt0069539
Love and Pain and the Whole Damn Thing,Movie,1973,Romance,tt0068850
The Brontës of Haworth,TV Mini Series,1973,Romance,tt0069568
Alter Kahn und junge Liebe,Movie,1973,Romance,tt0069695
Fade In,TV Movie,1973,Romance,tt0062953
M comme Mathieu,Movie,1973,Romance,tt0065359
Uno y medio contra el mundo,Movie,1973,Romance,tt0067908
House of Terror,Movie,1973,Romance,tt0068721
Perdido por Cem,Movie,1973,Romance,tt0069075
Love Story,TV Series,1973,Romance,tt0069604
Zdravstvuy i proshchay,Movie,1973,Romance,tt0069539
Love and Pain and the Whole Damn Thing,Movie,1973,Romance,tt0068850
The Brontës of Haworth,TV Mini Series,1973,Romance,tt0069568
Alter Kahn und junge Liebe,Movie,1973,Romance,tt0069695
Fade In,TV Movie,1973,Romance,tt0062953
M comme Mathieu,Movie,1973,Romance,tt0065359
Uno y medio contra el mundo,Movie,1973,Romance,tt0067908
House of Terror,Movie,1973,Romance,tt0068721
Perdido por Cem,Movie,1973,Romance,tt0069075
Love Story,TV Series,1973,Romance,tt0069604
Zdravstvuy i proshchay,Movie,1973,Romance,tt0069539
Love and Pain and the Whole Damn Thing,Movie,1973,Romance,tt0068850
The Brontës of Haworth,TV Mini Series,1973,Romance,tt0069568
Alter Kahn und junge Liebe,Movie,1973,Romance,tt0069695
Fade In,TV Movie,1973,Romance,tt0062953
M comme Mathieu,Movie,1973,Romance,tt0065359
Uno y medio contra el mundo,Movie,1973,Romance,tt0067908
House of Terror,Movie,1973,Romance,tt0068721
Perdido por Cem,Movie,1973,Romance,tt0069075
Love Story,TV Series,1973,Romance,tt0069604
Zdravstvuy i proshchay,Movie,1973,Romance,tt0069539
Love and Pain and the Whole Damn Thing,Movie,1973,Romance,tt0068850
The Brontës of Haworth,TV Mini Series,1973,Romance,tt0069568
Alter Kahn und junge Liebe,Movie,1973,Romance,tt0069695
La noche de los brujos,Movie,1974,Romance,tt0066144
Makra,Movie,1974,Romance,tt0068900
El primer paso... de la mujer,Movie,1974,Romance,tt0067614
Dragostea începe vineri,Movie,1974,Romance,tt0068878
Billy Two Hats,Movie,1974,Romance,tt0069786
Una chica y un señor,Movie,1974,Romance,tt0069873
Cebo para una adolescente,Movie,1974,Romance,tt0069860
L'escapade,Movie,1974,Romance,tt0070038
Dorothea's Rache,Movie,1974,Romance,tt0069999
Ginger in the Morning,Movie,1974,Romance,tt0070107
La noche de los brujos,Movie,1974,Romance,tt0066144
Makra,Movie,1974,Romance,tt0068900
El primer paso... de la mujer,Movie,1974,Romance,tt0067614
Dragostea începe vineri,Movie,1974,Romance,tt0068878
Billy Two Hats,Movie,1974,Romance,tt0069786
Una chica y un señor,Movie,1974,Romance,tt0069873
Cebo para una adolescente,Movie,1974,Romance,tt0069860
L'escapade,Movie,1974,Romance,tt0070038
Dorothea's Rache,Movie,1974,Romance,tt0069999
Ginger in the Morning,Movie,1974,Romance,tt0070107
La noche de los brujos,Movie,1974,Romance,tt0066144
Makra,Movie,1974,Romance,tt0068900
El primer paso... de la mujer,Movie,1974,Romance,tt0067614
Dragostea începe vineri,Movie,1974,Romance,tt0068878
Billy Two Hats,Movie,1974,Romance,tt0069786
Una chica y un señor,Movie,1974,Romance,tt0069873
Cebo para una adolescente,Movie,1974,Romance,tt0069860
L'escapade,Movie,1974,Romance,tt0070038
Dorothea's Rache,Movie,1974,Romance,tt0069999
Ginger in the Morning,Movie,1974,Romance,tt0070107
La noche de los brujos,Movie,1974,Romance,tt0066144
Makra,Movie,1974,Romance,tt0068900
El primer paso... de la mujer,Movie,1974,Romance,tt0067614
Dragostea începe vineri,Movie,1974,Romance,tt0068878
Billy Two Hats,Movie,1974,Romance,tt0069786
Una chica y un señor,Movie,1974,Romance,tt0069873
Cebo para una adolescente,Movie,1974,Romance,tt0069860
L'escapade,Movie,1974,Romance,tt0070038
Dorothea's Rache,Movie,1974,Romance,tt0069999
Ginger in the Morning,Movie,1974,Romance,tt0070107
Smoke in the Wind,Movie,1975,Romance,tt0067766
Anderusen dôwa ningyo-hime,Movie,1975,Romance,tt0070326
The Manchu Eagle Murder Caper Mystery,Movie,1975,Romance,tt0070366
Abigail Lesley Is Back in Town,Movie,1975,Romance,tt0071093
Bellas de noche,Movie,1975,Romance,tt0071204
El albañil,Movie,1975,Romance,tt0071112
Aaron Loves Angela,Movie,1975,Romance,tt0072596
Emmanuelle: L'antivierge,Movie,1975,Romance,tt0072933
Fugitive Lovers,Movie,1975,Romance,tt0073024
Love Among the Ruins,TV Movie,1975,Romance,tt0073310
Smoke in the Wind,Movie,1975,Romance,tt0067766
Anderusen dôwa ningyo-hime,Movie,1975,Romance,tt0070326
The Manchu Eagle Murder Caper Mystery,Movie,1975,Romance,tt0070366
Abigail Lesley Is Back in Town,Movie,1975,Romance,tt0071093
Bellas de noche,Movie,1975,Romance,tt0071204
El albañil,Movie,1975,Romance,tt0071112
Aaron Loves Angela,Movie,1975,Romance,tt0072596
Emmanuelle: L'antivierge,Movie,1975,Romance,tt0072933
Fugitive Lovers,Movie,1975,Romance,tt0073024
Love Among the Ruins,TV Movie,1975,Romance,tt0073310
Smoke in the Wind,Movie,1975,Romance,tt0067766
Anderusen dôwa ningyo-hime,Movie,1975,Romance,tt0070326
The Manchu Eagle Murder Caper Mystery,Movie,1975,Romance,tt0070366
Abigail Lesley Is Back in Town,Movie,1975,Romance,tt0071093
Bellas de noche,Movie,1975,Romance,tt0071204
El albañil,Movie,1975,Romance,tt0071112
Aaron Loves Angela,Movie,1975,Romance,tt0072596
Emmanuelle: L'antivierge,Movie,1975,Romance,tt0072933
Fugitive Lovers,Movie,1975,Romance,tt0073024
Love Among the Ruins,TV Movie,1975,Romance,tt0073310
Smoke in the Wind,Movie,1975,Romance,tt0067766
Anderusen dôwa ningyo-hime,Movie,1975,Romance,tt0070326
The Manchu Eagle Murder Caper Mystery,Movie,1975,Romance,tt0070366
Abigail Lesley Is Back in Town,Movie,1975,Romance,tt0071093
Bellas de noche,Movie,1975,Romance,tt0071204
El albañil,Movie,1975,Romance,tt0071112
Aaron Loves Angela,Movie,1975,Romance,tt0072596
Emmanuelle: L'antivierge,Movie,1975,Romance,tt0072933
Fugitive Lovers,Movie,1975,Romance,tt0073024
Love Among the Ruins,TV Movie,1975,Romance,tt0073310
Tarzan and the Trappers,TV Movie,1960,Action,tt0052273
Wild Youth,Movie,1960,Action,tt0053098
I cosacchi,Movie,1960,Action,tt0052703
Es ist soweit,TV Mini Series,1960,Action,tt0053501
Danger Man,TV Series,1960,Action,tt0053496
Mikkô zero rain,Movie,1960,Action,tt0053720
All the Young Men,Movie,1960,Action,tt0053583
The Barbarians,Movie,1960,Action,tt0053634
Wu hu bai gu bian,Movie,1960,Action,tt0053754
Le capitan,Movie,1960,Action,tt0053696
Tarzan and the Trappers,TV Movie,1960,Action,tt0052273
Wild Youth,Movie,1960,Action,tt0053098
I cosacchi,Movie,1960,Action,tt0052703
Es ist soweit,TV Mini Series,1960,Action,tt0053501
Danger Man,TV Series,1960,Action,tt0053496
Mikkô zero rain,Movie,1960,Action,tt0053720
All the Young Men,Movie,1960,Action,tt0053583
The Barbarians,Movie,1960,Action,tt0053634
Wu hu bai gu bian,Movie,1960,Action,tt0053754
Le capitan,Movie,1960,Action,tt0053696
Tarzan and the Trappers,TV Movie,1960,Action,tt0052273
Wild Youth,Movie,1960,Action,tt0053098
I cosacchi,Movie,1960,Action,tt0052703
Es ist soweit,TV Mini Series,1960,Action,tt0053501
Danger Man,TV Series,1960,Action,tt0053496
Mikkô zero rain,Movie,1960,Action,tt0053720
All the Young Men,Movie,1960,Action,tt0053583
The Barbarians,Movie,1960,Action,tt0053634
Wu hu bai gu bian,Movie,1960,Action,tt0053754
Le capitan,Movie,1960,Action,tt0053696
Tarzan and the Trappers,TV Movie,1960,Action,tt0052273
Wild Youth,Movie,1960,Action,tt0053098
I cosacchi,Movie,1960,Action,tt0052703
Es ist soweit,TV Mini Series,1960,Action,tt0053501
Danger Man,TV Series,1960,Action,tt0053496
Mikkô zero rain,Movie,1960,Action,tt0053720
All the Young Men,Movie,1960,Action,tt0053583
The Barbarians,Movie,1960,Action,tt0053634
Wu hu bai gu bian,Movie,1960,Action,tt0053754
Le capitan,Movie,1960,Action,tt0053696
Santo contra cerebro del mal,Movie,1961,Action,tt0052159
Atlas,Movie,1961,Action,tt0053610
Le capitaine Fracasse,Movie,1961,Action,tt0053695
Droga na zachód,Movie,1961,Action,tt0053784
Pagan Island,Movie,1961,Action,tt0054154
L'ultimo dei Vikinghi,Movie,1961,Action,tt0054423
Yûhi ni akai ore no kao,Movie,1961,Action,tt0054107
Buta to gunkan,Movie,1961,Action,tt0054709
De Wraak van Monte Christo,Movie,1961,Action,tt0054761
La furia del ring,Movie,1961,Action,tt0054902
Santo contra cerebro del mal,Movie,1961,Action,tt0052159
Atlas,Movie,1961,Action,tt0053610
Le capitaine Fracasse,Movie,1961,Action,tt0053695
Droga na zachód,Movie,1961,Action,tt0053784
Pagan Island,Movie,1961,Action,tt0054154
L'ultimo dei Vikinghi,Movie,1961,Action,tt0054423
Yûhi ni akai ore no kao,Movie,1961,Action,tt0054107
Buta to gunkan,Movie,1961,Action,tt0054709
De Wraak van Monte Christo,Movie,1961,Action,tt0054761
La furia del ring,Movie,1961,Action,tt0054902
Santo contra cerebro del mal,Movie,1961,Action,tt0052159
Atlas,Movie,1961,Action,tt0053610
Le capitaine Fracasse,Movie,1961,Action,tt0053695
Droga na zachód,Movie,1961,Action,tt0053784
Pagan Island,Movie,1961,Action,tt0054154
L'ultimo dei Vikinghi,Movie,1961,Action,tt0054423
Yûhi ni akai ore no kao,Movie,1961,Action,tt0054107
Buta to gunkan,Movie,1961,Action,tt0054709
De Wraak van Monte Christo,Movie,1961,Action,tt0054761
La furia del ring,Movie,1961,Action,tt0054902
Santo contra cerebro del mal,Movie,1961,Action,tt0052159
Atlas,Movie,1961,Action,tt0053610
Le capitaine Fracasse,Movie,1961,Action,tt0053695
Droga na zachód,Movie,1961,Action,tt0053784
Pagan Island,Movie,1961,Action,tt0054154
L'ultimo dei Vikinghi,Movie,1961,Action,tt0054423
Yûhi ni akai ore no kao,Movie,1961,Action,tt0054107
Buta to gunkan,Movie,1961,Action,tt0054709
De Wraak van Monte Christo,Movie,1961,Action,tt0054761
La furia del ring,Movie,1961,Action,tt0054902
Los autómatas de la muerte,Movie,1962,Action,tt0053615
The Expendables,TV Movie,1962,Action,tt0053805
El hijo del capitán Blood,Movie,1962,Action,tt0054875
I lancieri neri,Movie,1962,Action,tt0054736
De Titanen,Movie,1962,Action,tt0054637
Il giustiziere dei mari,Movie,1962,Action,tt0054932
Anno 79: La distruzione di Ercolano,Movie,1962,Action,tt0055754
Santo vs. las mujeres vampiro,Movie,1962,Action,tt0055408
Air Patrol,Movie,1962,Action,tt0055731
Das Halstuch,TV Mini Series,1962,Action,tt0055677
Los autómatas de la muerte,Movie,1962,Action,tt0053615
The Expendables,TV Movie,1962,Action,tt0053805
El hijo del capitán Blood,Movie,1962,Action,tt0054875
I lancieri neri,Movie,1962,Action,tt0054736
De Titanen,Movie,1962,Action,tt0054637
Il giustiziere dei mari,Movie,1962,Action,tt0054932
Anno 79: La distruzione di Ercolano,Movie,1962,Action,tt0055754
Santo vs. las mujeres vampiro,Movie,1962,Action,tt0055408
Air Patrol,Movie,1962,Action,tt0055731
Das Halstuch,TV Mini Series,1962,Action,tt0055677
Los autómatas de la muerte,Movie,1962,Action,tt0053615
The Expendables,TV Movie,1962,Action,tt0053805
El hijo del capitán Blood,Movie,1962,Action,tt0054875
I lancieri neri,Movie,1962,Action,tt0054736
De Titanen,Movie,1962,Action,tt0054637
Il giustiziere dei mari,Movie,1962,Action,tt0054932
Anno 79: La distruzione di Ercolano,Movie,1962,Action,tt0055754
Santo vs. las mujeres vampiro,Movie,1962,Action,tt0055408
Air Patrol,Movie,1962,Action,tt0055731
Das Halstuch,TV Mini Series,1962,Action,tt0055677
Los autómatas de la muerte,Movie,1962,Action,tt0053615
The Expendables,TV Movie,1962,Action,tt0053805
El hijo del capitán Blood,Movie,1962,Action,tt0054875
I lancieri neri,Movie,1962,Action,tt0054736
De Titanen,Movie,1962,Action,tt0054637
Il giustiziere dei mari,Movie,1962,Action,tt0054932
Anno 79: La distruzione di Ercolano,Movie,1962,Action,tt0055754
Santo vs. las mujeres vampiro,Movie,1962,Action,tt0055408
Air Patrol,Movie,1962,Action,tt0055731
Das Halstuch,TV Mini Series,1962,Action,tt0055677
Il pirata del diavolo,Movie,1963,Action,tt0054267
